,Adj Close,Adj Close,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
,BA,NOC,BA,NOC,BA,NOC,BA,NOC,BA,NOC,BA,NOC
Date,,,,,,,,,,,,
2020-05-11,128.91000366210938,327.4700012207031,128.91000366210938,327.4700012207031,131.0,329.55999755859375,127.94999694824219,324.760009765625,130.9199981689453,326.1000061035156,19715287,882952
